Name,Size,Category,Files,FilesSize,Time,Activities,Permissions,Services,Providers,AndroidManifestAnalyzerTime,Earmo,EarmoTime,Kadabra,KadabraTime,Lint,LintTime,ADoctor,ADoctorTime,Paprika,PaprikaTime,Relda2,Relda2Time,EarmoClassification,KadabraClassification,LintClassification,ADoctorClassification,PaprikaClassification,Relda2Classification,Label
ch.dissem.android.drupal,0.16,Internet,33,0.14,87.29510140419006,10,3,0,0,0.009956598281860352,0,54.75477743148804,6,11.360917568206787,0,4.182950973510742,49,1.1106481552124023,25,9.203943967819214,0,0.3689455986022949,5,4,5,4,4,5,A
com.ero.kinoko,42.4,Graphics,713,3.04,142.44298481941223,2,8,1,0,0.010503768920898438,0,44.961551904678345,0,9.832267999649048,1,13.73878788948059,429,15.576173543930054,13,19.81192374229431,3,20.779154300689697,5,5,1,1,1,3,D
eu.veldsoft.dice.overflow,3.09,Games,1581,5.22,1124.016628742218,4,1,0,0,0.008980274200439453,241,935.6396193504333,0,45.15248990058899,0,11.921602964401245,1458,63.99073553085327,291,20.442178964614868,0,29.903002738952637,1,5,5,1,2,5,C
org.biotstoiq.gophercle,0.12,Connectivity,5,0.06,47.598204374313354,2,1,0,0,0.01011347770690918,0,22.323457717895508,13,7.510199546813965,0,3.109093189239502,6,0.6628832817077637,3,7.763193607330322,0,0.22645092010498047,5,1,5,4,4,5,A
com.threedlite.livePolys,0.1,Theming,11,0.03,56.14462661743164,0,0,1,0,0.009970903396606445,2,30.765910625457764,5,7.951638460159302,0,3.064134359359741,14,0.6272873878479004,2,7.507989883422852,0,0.22832703590393066,1,1,5,3,4,5,C
es.ideotec.t16fling,3.39,System,4,0.42,91.11072516441345,0,0,1,0,0.009972810745239258,0,23.280344009399414,4,8.136278867721558,0,5.984162330627441,2,1.482128381729126,588,23.859148025512695,0,7.693347692489624,5,4,5,4,1,5,A
de.bloosberg.basti.childresuscalc,1.41,Sports and Health,4,0.15,63.43817663192749,2,0,0,0,0.00997304916381836,0,22.525561809539795,1,6.644099473953247,0,4.4008729457855225,7,0.839472770690918,253,16.0265531539917,0,1.9763967990875244,5,4,5,4,1,5,A
dev.leonlatsch.photok,8.16,Security,890,3.8,686.9819786548615,4,6,1,1,0.009973526000976562,261,487.80534195899963,124,47.99318218231201,0,11.343181610107422,539,16.250030040740967,2055,44.32660388946533,0,38.805511236190796,1,1,5,1,1,5,D
io.librehealth.mhbs.essential_care_for_every_baby,21.39,Science and Education,313,1.18,76.6371591091156,2,7,0,2,0.010971307754516602,0,32.48826265335083,0,6.9430718421936035,0,6.560423851013184,216,3.733281135559082,6,12.200927972793579,2,5.3576929569244385,5,5,5,1,1,2,C
nodomain.vanous.blitztypekeyboard,1.07,Reading,10,0.14,69.80755639076233,1,0,1,0,0.009974002838134766,2,29.568466901779175,1,7.258869171142578,0,4.6645729541778564,9,0.8204362392425537,226,14.72559642791748,0,1.6521575450897217,4,4,5,4,1,5,B
